what,kind,bundleId,bundleVersion,description,time
war,m2e.packaging,org.eclipse.m2e.core,1.0.100,"war",1322346184307
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1322346184307
compile:default:process-sources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.codehaus.mojo:aspectj-maven-plugin:1.2",1322346184307
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.5",1322346184307
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1322346184307
test-compile:default:process-test-sources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.codehaus.mojo:aspectj-maven-plugin:1.2",1322346184307
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.5",1322346184307
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1322346184307
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-surefire-plugin:2.8",1322346184308
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1322346184308
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1322346184308
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-deploy-plugin:2.6",1322346184308
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1322346184308
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346189324
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346189364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346205355
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1322346205602
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1322346218259
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1322346311861
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1322346312083
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1322346312274
error,log,,,"Project facet grails.app has not been defined. It is used in plugin com.springsource.sts.server.tc.core.",1322346320769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346342976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346347398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346380122
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346387149
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346387361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346422208
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346423552
closed,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346423553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346423678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346423715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346427594
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346432714
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346432732
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346432753
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346434091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346438828
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346440133
closed,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346440133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346440246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346440283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346441132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346445874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322346449682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346449710
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322346452879
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1322346453063
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1322346455457
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1322346456327
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322346456362
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1322346458035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346458450
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1322346460093
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1322346460329
started,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1322346461945
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1322346462190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322346462204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346462229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346470859
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1322346472225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322346472225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346472241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346481520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322346485628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346485651
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346487307
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346490176
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346490199
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1322346490228
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1322346495630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346496209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322346499729
